,INDEX,ID,Nickname,commentCount,playCount,shareCount,url,neg,neu,pos,containsMisinformation,Desc,Unigram_Score,Bigram_Score
114,115,7e+18,Tara Parks,135,36000,65,https://www.tiktok.com/@taraparks01/video/6995916302682574086,0.0,1.0,0.0,0,greenscreen antivaxxer missedthepoint,0.0,0.0
115,116,7.03e+18,Not_your_average_savage,114,16000,68,https://www.tiktok.com/@notyouraveragesavage/video/7028601852044266799,0.0,1.0,0.0,0,notbrittbabex colonizer modernwarior antivaxxer covid vaccine nativetiktok,0.14285714285714285,0.0
116,117,6.98e+18,Mike,1347,157800,97,https://www.tiktok.com/@mikeythetriviaguy/video/6978589326913391877,0.0,0.542,0.458,0,survival rate covid getvaccinated antivaxxer logic besmart,0.14285714285714285,0.16666666666666666
117,118,6.97e+18,Polly B,448,73800,58,https://www.tiktok.com/@itsmepollyb/video/6967333614874856710,0.0,1.0,0.0,0,antivaxxer genx getyourvaccine andygriffith hungergames b e h u n dowhatsright,0.0,0.0
118,119,6.99e+18,Andy,57,135400,167,https://www.tiktok.com/@andylange007/video/6989571221662878978,0.137,0.863,0.0,0,vizsla facemask antivaxxer funnyvideo funnydog dog,0.0,0.0
119,120,7.01e+18,Nurse Tough Love,401,32000,123,https://www.tiktok.com/@nurse_toughlove/video/7010230995530042630,0.0,1.0,0.0,0,stitch huey wow wow diseased antivaxxer nomoremandate voluntary thanksweirdpatriotdude zofran fyp,0.1,0.0
120,121,7.03e+18,.,287,38200,461,https://www.tiktok.com/@_kaitlin_2/video/7029336735213718831,0.0,0.7,0.3,0,lovequinn joegoldberg youchallenge lovequinnedit antivaxxer vaccine vaccineswork pizza forza horizon g,0.09090909090909091,0.0
121,122,6.93e+18,Rachel Cain,171,33400,186,https://www.tiktok.com/@iblamebill/video/6930017709883264262,0.0,1.0,0.0,0,antivaccine antivaxxer vaccines skeptic skepticthinker antivaxx covid covid changeminds covidvaccine foryou foryoupage fypc,0.16666666666666666,0.0
122,123,7.03e+18,Squid Vicious,304,30000,815,https://www.tiktok.com/@squid__vicious/video/7032753923102608686,0.203,0.58,0.217,0,antivaccine mandate protest australia antivaxx antivaccine vaccinemandates vaccinemandate australia aussiethings aussie antivaxxer antivaccinemandate antivaxxers politicalnews politics aussiepolitics australiapolitics covid covid covidvaccine covidvaccine vaccinated,0.21052631578947367,0.0
123,124,7.01e+18,the.liberal.trucker.V3.0,334,15300,69,https://www.tiktok.com/@the.liberal.trucker.v3.0/video/7005328866021592326,0.0,1.0,0.0,0,fyp ivermectin roundup tidepods antivaxxer conservative,0.0,0.0
124,125,7.03e+18,Sav,477,28200,34,https://www.tiktok.com/@savinawe/video/7028021887779343621,0.0,1.0,0.0,0,vaccine conservative leftist antivaxxer boomer politics mybodymychoice sorrynotsorry,0.125,0.0
125,126,6.96e+18,Aliyah Symes,76,80800,23,https://www.tiktok.com/@bbyscotchbonnet/video/6957752596115246342,0.0,1.0,0.0,0,glad finally degree use guess getvaccinated antivaxxer nyu,0.25,0.0
126,127,6.92e+18,"Dr Kat, Epidemiologist",352,26300,180,https://www.tiktok.com/@epidemiologistkat/video/6922221916946287877,0.0,0.373,0.627,0,stitch enigmatic terrestrial mrna vaccine doesnt change dna antivaxxer mrna epidemiologist vaccine prevention,0.2727272727272727,0.0
127,128,7e+18,kelvin he/him,92,104400,33,https://www.tiktok.com/@kelvinwaterson/video/6997130122121825542,0.0,0.804,0.196,0,video dueted ill post phone theres interest antivaxxer antimasker nycsubway,0.3,0.0
128,129,7.03e+18,gretchenwright743,90,22600,478,https://www.tiktok.com/@gretchenwright743/video/7026140182357249285,0.0,1.0,0.0,0,brought matches halloween skeletons antivaxx antivaxxer vaccine,0.14285714285714285,0.0
129,130,7.03e+18,Just a Guy on a Phone,285,23100,10,https://www.tiktok.com/@capwithoutacountry/video/7030547805814934790,0.0,1.0,0.0,0,reply gcm vaccine antivaxxer imagination offended words,0.2857142857142857,0.0
130,131,6.96e+18,Maggie,1054,58600,213,https://www.tiktok.com/@mermaidmamamaggie/video/6958947167444798725,0.223,0.777,0.0,0,vaccinated vaxhole antivaxxer vaccine feel weightless sketchcomedy,0.2857142857142857,0.0
131,132,6.96e+18,Kate,1775,119800,390,https://www.tiktok.com/@pennycandy8787/video/6961096754850811142,0.0,0.839,0.161,1,got love avax antivaxxer usa freedom prochoice,0.0,0.0
132,133,7.02e+18,Jamo & Dylan,685,59600,96,https://www.tiktok.com/@jamoanddylan/video/7023672109406735618,0.204,0.796,0.0,0,share antivaxxer vaccine vaccinated covid covid antivaxxer antivaxx fyp foryou,0.375,0.0
133,134,6.94e+18,"Shut up, Jasun",3059,182200,2150,https://www.tiktok.com/@jasunmark/video/6943974121852194053,0.0,1.0,0.0,0,covidiots antivaxxer covidvaccine,0.0,0.0
134,135,7.03e+18,Toby Rozario,569,49100,73,https://www.tiktok.com/@tobyrozario/video/7029103786249473282,0.0,1.0,0.0,0,coronavirusaustralia covidaustralia australia antivaxx antivaxxer coronavirusmelbourne melbourne covidmelbourne,0.125,0.0
135,136,7.02e+18,Florentz,422,67300,69,https://www.tiktok.com/@florentz_v3/video/7018685950150659329,0.0,1.0,0.0,0,stitch torivitsas loophole antivaxxers antivaxx antivaxxer coronavirus covid melbourne,0.1111111111111111,0.0
136,137,6.99e+18,Lachlan smith,179,31500,133,https://www.tiktok.com/@lachlansmithhh/video/6988324878860471554,0.228,0.772,0.0,0,anti vaccine mask business southern highlands foryou covid antivaxxer,0.3333333333333333,0.0
137,138,7e+18,Sidney Morss,88,23600,102,https://www.tiktok.com/@sidneymorss/video/7002452236026596614,0.0,1.0,0.0,0,antivaxx antivaxxer vaccinated antimask maskup satire,0.16666666666666666,0.0
138,139,6.99e+18,Kiki,366,30200,411,https://www.tiktok.com/@kikigooglyeye/video/6988650442938961157,0.0,1.0,0.0,1,antivaxxer logic like notfdaapproved notpercenteffective canttrust doctors covid satire moderna pfizer fyp getvaxxed science,0.21428571428571427,0.0
139,140,7.03e+18,eliisearnold,608,70200,36,https://www.tiktok.com/@eliisearnold/video/7031750360452599041,0.0,1.0,0.0,1,cant belive forced live normal life covid vaccinated antivaxxer mad,0.4,0.0
140,141,6.97e+18,Mike,780,98700,58,https://www.tiktok.com/@mikeythetriviaguy/video/6971825254159174917,0.304,0.696,0.0,0,try anti vaxxers vaccine getvaccinated dontbesilly itsfalse proof tryit antivaxxer,0.1,0.0
141,142,7e+18,Critters matter,267,24600,203,https://www.tiktok.com/@hello_ima_grandma/video/7001271424342166789,0.0,1.0,0.0,0,greenscreensticker bidenwon antivaxxer trumpcult patriotism gositdown,0.0,0.0
142,143,6.95e+18,Megan,327,44000,32,https://www.tiktok.com/@rapunzel_take2/video/6952938801664642309,0.25,0.75,0.0,1,stitch chelseahandler antivaxxer notsorry imback shutup ouch bragging takemine youdeserveit noneforme buhbyenow,0.0,0.0
143,144,7.02e+18,Rachel,769,16500,58,https://www.tiktok.com/@raekab1989/video/7015746361920359686,0.0,1.0,0.0,0,vaccinated unvaccinated antivaxx antivaxxer vax liberal conservative wearamask getvaccinated fyp covid covid deltavariant misinformationkills misinformation vaccine vaccineworks nurses mandate vaccinemandate fired karen,0.19047619047619047,0.0
144,145,6.99e+18,PizzaBreak,537,20600,166,https://www.tiktok.com/@pizzabreak.tv/video/6987261739440131333,0.0,0.552,0.448,0,greenscreen antivaxxer republican trump leftist usa politics covid coronavirus democrat liberal conservative ally,0.23076923076923078,0.0
145,146,6.95e+18,Neighborhood Virologist,881,84200,169,https://www.tiktok.com/@neighborhoodvirologist/video/6946332718401621254,0.0,1.0,0.0,0,smallpox vaccine antivaxxandproud g p trump vaccinecoronavirus godzilla vs kong roar c v antivaxxer idiots,0.2,0.0
146,147,7e+18,T-Shirts That Give Back,303,48800,69,https://www.tiktok.com/@mindfultshirt/video/6998279188868271366,0.577,0.423,0.0,0,jif rap challenge eat fresh refresh covidvirus covidvaccine pleasegetvaccinated antivaxxer,0.0,0.0
147,148,6.95e+18,Phishmom,458,31900,141,https://www.tiktok.com/@phishmom/video/6945193025563806981,0.0,0.444,0.556,0,greenscreen immigrants deport racists georgiavotersuppression fuckkemp magamorons antivaxxer notkarma,0.1111111111111111,0.0
148,149,6.97e+18,Conservative momma,538,114300,270,https://www.tiktok.com/@mommaofsix93/video/6974176694143945990,0.0,1.0,0.0,1,crunchymom fuckyourvaccine antivaxxerandproud antivaxxer foryoupage fyp laboranddelivery informedconsent sayno,0.0,0.0
149,150,7.02e+18,Si,227,13700,40,https://www.tiktok.com/@officialsierranico/video/7016467003284131078,0.0,1.0,0.0,0,best day life friends covid covidvaccine antivaxxer vaccinate controversy fi money moves soundcore gold,0.42857142857142855,0.0
150,151,6.97e+18,FB Comments,91,36600,123,https://www.tiktok.com/@facebookcomments/video/6971407748357426437,0.0,1.0,0.0,1,cdc terrorists fyfypcdcvaxvaccinefyp fbcommentsstupiddumbsmhboomerokboomerkarenantivaxxer,0.25,0.0
151,152,7.03e+18,The Bellman Rings True,2543,47400,102,https://www.tiktok.com/@bellmanringstrue/video/7027502298809060613,0.0,1.0,0.0,0,vaccine covid shot save lives herd immunity protect kids antivaxxer safeand effective beat c v,0.5333333333333333,0.07142857142857142
152,153,7.01e+18,Marz,1193,46100,7,https://www.tiktok.com/@marzisblue/video/7013556662153858309,0.0,0.758,0.242,0,natural selectionantivaxxer billboard n x,0.2,0.0
153,154,7.01e+18,Daniel Hennessy,282,37100,52,https://www.tiktok.com/@dkonation/video/7008675999177084165,0.0,1.0,0.0,0,anti vaxxer anti maskers c v vaccinated wear mask vaccine passport,0.3,0.0
154,155,7.03e+18,Lu💓,144,49500,52,https://www.tiktok.com/@tootyfruity000/video/7025468863588470017,0.0,0.778,0.222,0,fyp foryoupage antivaxxer covid australia influencers danistani,0.14285714285714285,0.0
155,156,6.98e+18,PizzaBreak,967,35600,14,https://www.tiktok.com/@pizzabreak.tv/video/6981650490899614982,0.179,0.821,0.0,0,politics covid mask corona coronavir trumpers leftist liberal vaccine antivaxxer hipaa democrat liberal,0.3333333333333333,0.0
156,157,6.97e+18,Maria Nova,284,16600,93,https://www.tiktok.com/@lifewithmarianova/video/6966613203354733829,0.0,1.0,0.0,0,stitch jrsayers greenscreen antivaxxer mendobetter womensempowerment fyp,0.0,0.0
157,158,7.02e+18,devenaldsharma,1175,47000,106,https://www.tiktok.com/@devenaldsharma/video/7021960965977656582,0.0,1.0,0.0,0,duet timecapsuledesignsc covid science health researched pureblood antivaxx antivaxxer antiscience vaccine getvaccinated,0.25,0.0
158,159,6.95e+18,SquishyMommy1,263,43100,12,https://www.tiktok.com/@squishymommy6/video/6950816166810094854,0.64,0.36,0.0,0,reply babysleepco reformed antivaxxer antivaxxer reformed vaccinessavelives vaccinateyourkids momsoftiktok,0.0,0.0
159,321,7e+18,Himbopotamus,0,4900000,38300,https://www.tiktok.com/@bortwink/video/7004405772339793154,0.0,1.0,0.0,0,stitch mrcap antivaxxers self owning antivaxx covid pandemic getvaccinated,0.1111111111111111,0.0
160,322,7.01e+18,jada ☠️,13000,3000000,15500,https://www.tiktok.com/@1lov3emos/video/7005704930585562374,0.248,0.657,0.095,1,fyp seconds light work lifeisgooddance vaccine covid lgbtq antivaxx antivaxxer joke,0.2727272727272727,0.0
161,323,7e+18,Debunktion Junction,14200,5400000,68800,https://www.tiktok.com/@debunktionjunction/video/7002274482236738821,0.0,0.595,0.405,0,doctors antivaxx movement covid covid vaccine truth facts fyp foryoupage,0.3333333333333333,0.0
162,324,6.99e+18,The Young Turks,29300,3500000,36400,https://www.tiktok.com/@theyoungturks/video/6992717509933763845,0.0,0.833,0.167,0,anakasparian antivaxx antimaskrs tyt theyoungturks fyp foryou foryoupage foryourpage covid covid,0.0,0.0
163,325,7.01e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,20900,2100000,13200,https://www.tiktok.com/@nurse_nya/video/7014235729274359045,0.0,0.556,0.444,0,provaxx blacknurses blacknurse antivaxx vaccinemandate covidcheck deltavariant compassionfatigue covidisrealstaysafe misinformationkills vaccineswork,0.0,0.0
164,326,7.01e+18,Mr. Mayo 2 U,12800,2100000,11600,https://www.tiktok.com/@captainmayoman/video/7013537151136664837,0.0,1.0,0.0,0,wear jacket late aguynamedjohn vaccine covid antivaxx jesus antivaxxer politics livelaughlove greenscreen,0.16666666666666666,0.0
165,327,7.01e+18,Riri,17600,2800000,68000,https://www.tiktok.com/@mermaidsmilk/video/7007910776753147138,0.104,0.649,0.247,0,sound familiar bunch sooks maskmandate getvaccinated lockdown melbourne antimask antivaxx trustscience covidvaccine education key,0.07142857142857142,0.0
166,328,7e+18,Sophia S,0,2600000,2602,https://www.tiktok.com/@romaniansecretpolice/video/7003109247412210949,0.316,0.684,0.0,1,antivaxx antivaxxer pfizer vaccine joke fyp,0.3333333333333333,0.0
167,329,7.02e+18,Dustin Nickerson,676,2200000,6600,https://www.tiktok.com/@dustinnickersoncomedy/video/7016437938451909894,0.0,1.0,0.0,1,use friend standupcomedy comedy vaccine antivaxx microchip marriage husbandwifecomedy joke fyp,0.2727272727272727,0.0
168,330,7e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,3737,1300000,2268,https://www.tiktok.com/@nurse_nya/video/6998616451653324038,0.0,1.0,0.0,0,covidvaccine deltavariant nursesoftikok deltavariant covidisreal antivaxx provaxx covidisnojoke covidisrealstaysafe blacknurses,0.0,0.0
169,331,7e+18,Stina,2555,2200000,53200,https://www.tiktok.com/@yourbhole/video/6996469386710207749,0.0,1.0,0.0,0,texas texascheck antivaxx provaxx vaccine vaccinecoronavirus style snap perfect marc jacobs,0.09090909090909091,0.0
170,332,7e+18,Ehsan Ahmad,867,1100000,1980,https://www.tiktok.com/@mrdangerousbrown/video/7001995143284854021,0.292,0.59,0.118,1,inspirational antivaxx,0.0,0.0
171,333,7.02e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,4075,1100000,1797,https://www.tiktok.com/@nurse_nya/video/7016816727505784070,0.0,1.0,0.0,0,help identify hospitalmedical center near austin tx antimasker blacknurse covidisrealstaysafe vaccinemandate provaxx deltavariant tiktoknurses covidcheck antivaxx vaccineswork vaccinecheck misinformationkills,0.05263157894736842,0.0
172,334,7.02e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,3870,1400000,1194,https://www.tiktok.com/@nurse_nya/video/7018314328763796741,0.0,0.845,0.155,0,real bailie ridiculous publicinformation blacknurses blacknurse medicalassistant religiousexemption accountability misinformationkills unprofessional antivaxx vaccinemandate patientcare nursesoftikok,0.0,0.0
173,335,6.91e+18,Kate,0,1800000,1040,https://www.tiktok.com/@katehampton1/video/6905080502126939397,0.0,1.0,0.0,1,cant wait comments video antivaxx antimask quarentinebaby momsoftiktok hatersgonehate laboranddelivery,0.2,0.0
174,336,7e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,772,629300,5129,https://www.tiktok.com/@nurse_nya/video/6998770728740932869,0.0,1.0,0.0,0,surgicalmomma covidisrealstaysafe covidisnojoke provaxx antivaxx deltavariant nursesoftikok covidvaccine blacknurses,0.0,0.0
175,337,7.01e+18,Xavier Gavin,6278,828400,1752,https://www.tiktok.com/@xenoicxavier/video/7013427067060604165,0.0,1.0,0.0,0,everybody gunna turn zombies foryou fyp memes funny comedy relatable antivaxx covid joke,0.15384615384615385,0.0
176,338,7e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,4140,1300000,1173,https://www.tiktok.com/@nurse_nya/video/7003897136941174022,0.0,1.0,0.0,0,antivaxx covidisreal covidisrealstaysafe covidvaccine covidisnojoke deltavariant provaxx nursesoftikok,0.0,0.0
177,339,7.01e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,1120,1200000,1462,https://www.tiktok.com/@nurse_nya/video/7006350613697072389,0.254,0.746,0.0,0,blacknurse blacknurses antivaxx antimasker provaxx covidisreal covidisrealstaysafe covidvaccine covidisnojoke nurssoftikok deltavariant,0.0,0.0
178,340,7.02e+18,ERnurseLady,7036,1700000,23700,https://www.tiktok.com/@lillin20/video/7022717208874765573,0.0,1.0,0.0,1,antivaxx antivaxxer science nursesoftiktok nurselife getvaccinated dobetter ernurse,0.125,0.0
179,341,6.92e+18,Gabbie Egan,911,740700,169,https://www.tiktok.com/@bbyegan_/video/6916730695876381958,0.0,1.0,0.0,0,felt need share army fyp foryou wee antivaxx lol jokes,0.3,0.0
180,342,7.01e+18,yeahyouknowthatguy,5347,676500,7545,https://www.tiktok.com/@yeahyouknowthatguy/video/7010188401563471109,0.274,0.726,0.0,0,fyp foryoupage oops sheep rip liberal conservative provax antivaxx iunderstoodtheassignment,0.0,0.0
181,343,7e+18,Nurse Tough Love,3615,852400,5287,https://www.tiktok.com/@nurse_toughlove/video/6997870382925630726,0.298,0.702,0.0,0,calling boss babes nurses bossbabe momtreprenuer nurse antivaxx fyp,0.3333333333333333,0.0
182,344,7.01e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,7161,684900,959,https://www.tiktok.com/@nurse_nya/video/7007688387754790149,0.0,1.0,0.0,0,stitch antimasker covidisreal covidisnojoke covidisrealstaysafe nursesoftikok tiktoknurses blacknurses ignoranceisachoice getvaccinatedcovid vaccinemandate vaccineswork blacknurse antivaxx provaxx deltavariant,0.0,0.0
183,345,7.02e+18,Oli Pym,3520,943800,9358,https://www.tiktok.com/@oli.pym/video/7016950521844075777,0.174,0.826,0.0,1,jake paul vaccine common theyre prick antivaxxer antivaxx antivaccine vaccine differentpeople nz newzealand,0.25,0.0
184,346,6.99e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,1294,711300,377,https://www.tiktok.com/@nurse_nya/video/6994576305907961093,0.0,0.843,0.157,0,im running patience covidvaccine antivaxx covidisrealpeople covidisnojoke provaxx nursetiktokers blacknurse blacknurses,0.09090909090909091,0.0
185,347,7.01e+18,Afriyie,1380,340400,2474,https://www.tiktok.com/@itsghanajollof/video/7008147801506893061,0.362,0.638,0.0,0,think simple insta story yall olivia rodrigo beg e jeans fun antivaxx oliviarodrigo pfizer crispycreme,0.0,0.0
186,348,6.95e+18,Erin,952,914500,12800,https://www.tiktok.com/@erin_nurse_practitioner/video/6947334200701832454,0.0,1.0,0.0,0,lot videos drafts mybackisbroke antivaxx mlm makeitmakesense fyp fyp,0.125,0.0
187,349,6.96e+18,Caroline,2445,938500,4228,https://www.tiktok.com/@aerithgirl/video/6964754913255525638,0.0,1.0,0.0,0,try franks hot sauce antivaxx provaxx,0.16666666666666666,0.0
188,350,7.01e+18,David Heath,4221,715900,9109,https://www.tiktok.com/@david.heath/video/7010353519769308422,0.0,0.4,0.6,1,tucker carlson insane theory mandatory vaccines meant chase smart moral republicans military antivaxx fox,0.21428571428571427,0.0
189,351,7.01e+18,Kate,3491,463500,6567,https://www.tiktok.com/@kateao4/video/7009682644485131526,0.298,0.702,0.0,0,deserve tuition contest z flip clackdown medtiktok covidvaccine antivaxx womeninstem research doctorsoftiktok,0.08333333333333333,0.0
190,352,6.99e+18,Nurse Tough Love,5241,651600,4012,https://www.tiktok.com/@nurse_toughlove/video/6994428632038935813,0.0,1.0,0.0,0,good morning pray decision attentionseeker pray antivaxx stop dauschund fyp,0.2222222222222222,0.0
191,353,7e+18,TikTok’s Favorite Karen,4263,535800,1478,https://www.tiktok.com/@auntkaren0/video/6997028039704038662,0.0,1.0,0.0,0,awarness style snap antivaxx biden nyc covid,0.14285714285714285,0.0
192,354,7.01e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,4315,608400,3787,https://www.tiktok.com/@nurse_nya/video/7011662526354164997,0.376,0.446,0.178,0,fresh hot tears covidisrealstaysafe tiktoknurses provaxx antivaxx vaccinemandate deltavariant blacknurse blacknurses deltavariant,0.09090909090909091,0.0
193,355,6.95e+18,SquishyMommy1,3914,552400,962,https://www.tiktok.com/@squishymommy6/video/6950494762206088454,0.0,1.0,0.0,0,time antivaxx getvaccinatedyall science momsoftiktok vaccinessavelives,0.16666666666666666,0.0
194,356,7.01e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,5309,536300,1433,https://www.tiktok.com/@nurse_nya/video/7013828005206265093,0.0,1.0,0.0,0,triggered sorry vaccinecheck covidisnojoke misinformationkills vaccineswork covidisrealstaysafe compassionfatigue deltavariant covidcheck vaccinemandate antivaxx blacknurse blacknurses provaxx,0.06666666666666667,0.0
195,357,7e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,4798,606900,1259,https://www.tiktok.com/@nurse_nya/video/7002363223097838853,0.362,0.638,0.0,0,bearded beast antivaxx provaxx covidisrealstaysafe covidisreal covidvaccine covidisnojoke nursestiktok deltavariant nursesoftikok,0.0,0.0
196,358,7.01e+18,Kelsey,1858,618600,6464,https://www.tiktok.com/@conornoburst/video/7010463022309231877,0.298,0.702,0.0,0,reenactment people arguing comment section videos gotem close messenger antivaxx covidvaccine,0.36363636363636365,0.0
197,359,7.02e+18,Katie Summers,1530,730700,7811,https://www.tiktok.com/@katiessummerss/video/7018569115107462406,0.138,0.862,0.0,0,greenscreen yyccalgary calgary alberta antivaxx vaccine fyp foryou foryoupage penningtons freedom,0.09090909090909091,0.0
198,360,7e+18,Charlatte,704,525800,3214,https://www.tiktok.com/@charlatte2/video/6999528770143063301,0.0,1.0,0.0,1,nurse antivaxx covid vaccinated covidvaccine getthevaccine powerpoint,0.2857142857142857,0.0
199,361,7.02e+18,A.K.A Bruce Wayne,1109,824200,20600,https://www.tiktok.com/@brucewayneinsac/video/7022526570820586757,0.0,1.0,0.0,1,ongress senate potus usnews uspolitics trumpism tiktokpolitics fyp potus biden trumpers fdt snl congress jan vaccine antivaxx lgbtq blm trump obama funnynews aoc mtg gaetz joemanchin trumplikkans usa election diaperdon senate progressivemikepence congress usapolitics obama christophertitus republicans petedavidson chelsea handler weekendupdate usnews stevebannon weekendupdate october ny nyc fda pzifer jand j moderna booster,0.1702127659574468,0.0
200,362,7.01e+18,Cameron Perez,1120,444400,1577,https://www.tiktok.com/@outtpig/video/7009361630098214150,0.0,1.0,0.0,1,asked consent antivaxx covid p v acting wig funny comedy wig skit hippietok foryou fyp,0.0,0.0
201,363,7.03e+18,Sadie,288,527200,281,https://www.tiktok.com/@thewoodheadfamily/video/7026096854307736838,0.0,1.0,0.0,0,reply orphan woke chose violence today thanks idea antivaxx,0.1111111111111111,0.0
202,364,7.01e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,3905,476900,1170,https://www.tiktok.com/@nurse_nya/video/7008143365531241734,0.0,1.0,0.0,0,reposting bc censoring people need know antimasker vaccinemandate vaccineswork deltavariant provaxx antivaxx covidisrealstaysafe covidisnojoke covidisreal getvaccinatedcovid,0.0625,0.0
203,365,7e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,1349,472100,866,https://www.tiktok.com/@nurse_nya/video/7004871055529479430,0.0,1.0,0.0,0,clock took im putting provaxx antivaxx covidisreal covidisrealstaysafe covidvaccine covidisnojoke deltavariant nursesoftikok blacknurse blacknurses,0.07142857142857142,0.0
204,366,7e+18,Nick Santucci,1564,525200,6158,https://www.tiktok.com/@nick_santucci/video/7000058935604514054,0.0,1.0,0.0,0,infiltrated facebook group greenscreen facebook facebooktroll invermectin micro rave roni teacher wins virus antivaxx fyp,0.14285714285714285,0.0
205,367,7.02e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,1767,772900,327,https://www.tiktok.com/@nurse_nya/video/7017249858385874181,0.0,1.0,0.0,0,reply nurse nya misinformationkills vaccinecheck antivaxx unprofessional phlebotomist covidisnojoke vaccineswork vaccinemandate,0.09090909090909091,0.0
206,368,6.99e+18,nyc_kb,4263,530800,4606,https://www.tiktok.com/@nyc_kb/video/6992389009888578821,0.0,1.0,0.0,1,think government mandate vaccine covid antivaxx unclesam,0.2857142857142857,0.0
207,369,7e+18,Ben Gleib,6354,635200,1960,https://www.tiktok.com/@bengleib/video/6999980519249251589,0.187,0.622,0.192,1,assaulted mask torn antivax restaurant hidden cams caught covid vaccine antivaxx assault freedom hiddencamera,0.21428571428571427,0.0
208,370,6.99e+18,Sarah Enrizzle,1994,409700,4400,https://www.tiktok.com/@mommabearhugs/video/6994196561299328261,0.0,1.0,0.0,0,vetsagainsttrump antivaxx liberalaf antivaccine liberalaf antimask veteransagainsttrump trump democratsoftiktok teamscience,0.2222222222222222,0.0
209,371,6.99e+18,michaelrapaport,8053,707600,4395,https://www.tiktok.com/@michaelrapaport/video/6988175087774092549,0.0,0.833,0.167,0,im vaccinated havent gotten tail wheres tail fyp antivaxx vaccine,0.2222222222222222,0.0
210,372,7.01e+18,jalensanabria,1416,364900,3480,https://www.tiktok.com/@jalensanabria/video/7010408715840916741,0.263,0.737,0.0,0,stitch thedudetrader getvaccinated covid covidvaccine antivaxx foryoupage stitch husband marriage blackcommunity latinocommunity,0.09090909090909091,0.0
211,373,6.99e+18,Laci Bean,3723,515300,2373,https://www.tiktok.com/@laci_bean/video/6988510956917771525,0.0,1.0,0.0,0,antivaxx provaxx exantivaxxer covidvaccine getvaxxed protectthechildren deltavariant covid virus money,0.2,0.0
212,374,7.01e+18,Ideen,656,726600,1754,https://www.tiktok.com/@vicesfitness/video/7006098314034728198,0.0,1.0,0.0,0,real science vaccine antivaxx covid,0.4,0.0
213,375,7.02e+18,✟ MOMO ✟,3926,272400,599,https://www.tiktok.com/@morganestafford/video/7024622039390620974,0.0,1.0,0.0,1,quarantine changed cr okhozrau conservative liberal republican maga antivaxx donaldtrump joebiden kx,0.16666666666666666,0.0
214,376,7.01e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,1513,515800,200,https://www.tiktok.com/@nurse_nya/video/7005750320127167749,0.437,0.563,0.0,0,nursesoftikok deltavariant covidisnojoke covidvaccine covidisrealstaysafe covidisreal provaxx antivaxx blacknurses blacknurse,0.0,0.0
215,377,7e+18,DocSchmidt,1177,654500,2910,https://www.tiktok.com/@docschmidt/video/7001970065797057797,0.0,0.699,0.301,1,strawman antivaxxers covidvaccine covid antivaxx,0.0,0.0
216,378,7.01e+18,Gidon & Julie,3965,414800,2078,https://www.tiktok.com/@thetrueadventures/video/7009344959404870913,0.0,1.0,0.0,0,stitch flagdad learnontiktok tiktokgrandpa fyp shame antivaxx stopcomparing sick holocaustsurvivor gethelp idaho annfrank foryoupage getvaccinated stupidity,0.0625,0.0
217,379,7.01e+18,See Wren,970,406400,549,https://www.tiktok.com/@seewren/video/7006087453392129286,0.0,1.0,0.0,0,original video spottiboii group think q p antivaxx banana republicans politics antivaccine weird nightmarefuel ivermectin cwren,0.1875,0.0
218,380,6.99e+18,Bethie Lynn,4306,411700,16200,https://www.tiktok.com/@realbethielynnthomas/video/6993850481269296389,0.0,0.484,0.516,1,hey biden question antivaxx attackingmiddleclass teamof tomorrow patriot iwontbesilenced,0.1111111111111111,0.0
219,381,7e+18,MagicMattt,2223,689400,1518,https://www.tiktok.com/@magcmatt/video/7002415497878736134,0.0,1.0,0.0,0,teacher antivax rally poke provax jab education magcmatt antivaxx vax,0.0,0.0
220,382,7.01e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,1935,235000,512,https://www.tiktok.com/@nurse_nya/video/7005106985997815045,0.0,1.0,0.0,0,blacknurse blacknurses nursesoftikok deltavariant covidisnojoke covidvaccine covidisrealstaysafe covidisreal provaxx antivaxx ignoranceisachoice,0.0,0.0
221,383,7.02e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,1812,435900,764,https://www.tiktok.com/@nurse_nya/video/7018756265815887109,0.131,0.419,0.45,0,understood assignment blacknurses tiktoknurses publicinformation unprofessional accountability vaccinemandate provaxx antivaxx patientcare,0.0,0.0
